epoch,train_loss,val_loss,val_dice,learning_rate
1,3.7844372777377857,7.446073246002197,0.0,0.0001
2,3.1378668125937965,6.731203365325928,2.041806874331087e-05,0.0001
3,2.525941820705638,6.83246259689331,4.2850473982980473e-05,0.0001
4,2.4149615484125473,6.177426528930664,0.04710253663361073,0.0001
5,2.1497705754111793,5.036778545379638,0.2869647920131683,0.0001
6,2.0708351100192353,5.309151554107666,0.24943405985832215,0.0001
7,1.9858344828381258,5.3214866638183596,0.23714753687381745,0.0001
8,2.1128616964115814,4.758281660079956,0.33583001494407655,0.0001
9,2.2747687171487248,4.622415590286255,0.35677760243415835,0.0001
10,2.1272096633911133,4.93243818283081,0.3035377889871597,0.0001
